"TWEET_ID","ENT","I","E","IOB_TAG","TYPE"
"1000872932372033537","BBC","30","33","B","Contributor"
"1000872932372033537","National","34","42","I","Contributor"
"1000872932372033537","Orchestra","43","52","I","Contributor"
"1000872932372033537","of","53","55","I","Contributor"
"1000872932372033537","Wales","56","61","I","Contributor"
"1000872932372033537","Concerto","64","72","B","Work"
"1000872932372033537","for","73","76","I","Work"
"1000872932372033537","orchestra","77","86","I","Work"
"1000878035741093888","Simon","12","17","B","Contributor"
"1000878035741093888","Holt","18","22","I","Contributor"
"1000878035741093888","BBC","24","27","B","Contributor"
"1000878035741093888","National","28","36","I","Contributor"
"1000878035741093888","Orchestra","37","46","I","Contributor"
"1000878035741093888","of","47","49","I","Contributor"
"1000878035741093888","Wales","50","55","I","Contributor"
"1000878035741093888","An","58","60","B","Work"
"1000878035741093888","Icicle","61","67","I","Work"
"1000878035741093888","of","68","70","I","Work"
"1000878035741093888","moon","71","75","I","Work"
"1000879762376716290","Jonathan","12","20","B","Contributor"
"1000879762376716290","Dove","21","25","I","Contributor"
"1000879762376716290","Emily","27","32","B","Contributor"
"1000879762376716290","Beynon","33","39","I","Contributor"
"1000879762376716290","The","42","45","B","Work"
"1000879762376716290","Magic","46","51","I","Work"
"1000879762376716290","Flute","52","57","I","Work"
"1000879762376716290","Dance","58","63","I","Work"
"1000882436698464256","Igor","12","16","B","Contributor"
"1000882436698464256","Stravinsky","17","27","I","Contributor"
"1000882436698464256","London","29","35","B","Contributor"
"1000882436698464256","Philharmonic","36","48","I","Contributor"
"1000882436698464256","Orchestra","49","58","I","Contributor"
"1000882436698464256","Funeral","61","68","B","Work"
"1000882436698464256","Song,","69","74","I","Work"
"1000882436698464256","Op","75","77","I","Work"
"1000882436698464256","5","78","79","I","Work"
"1000885078208196611","Trad.","12","17","B","Contributor"
"1000885078208196611","Igor","19","23","B","Contributor"
"1000885078208196611","Stravinsky","24","34","I","Contributor"
"1000885078208196611","Song","37","41","B","Work"
"1000885078208196611","of","42","44","I","Work"
"1000885078208196611","the","45","48","I","Work"
"1000885078208196611","Volga","49","54","I","Work"
"1000885078208196611","Boatmen","55","62","I","Work"
"1000885663653355520","Alina","12","17","B","Contributor"
"1000885663653355520","Ibragimova","18","28","I","Contributor"
"1000885663653355520","Violin","31","37","B","Work"
"1000885663653355520","Concerto","38","46","I","Work"
"1000885663653355520","No","47","49","I","Work"
"1000885663653355520","1","50","51","I","Work"
"1000885663653355520","in","52","54","I","Work"
"1000885663653355520","D","55","56","I","Work"
"1000885663653355520","major","57","62","I","Work"
"1000891162989821957","Alina","12","17","B","Contributor"
"1000891162989821957","Ibragimova","18","28","I","Contributor"
"1000891162989821957","l'Aurore","31","39","B","Work"
"1000891162989821957","from","40","44","I","Work"
"1000891162989821957","Sonata","45","51","I","Work"
"1000891162989821957","No","52","54","I","Work"
"1000891162989821957","5","55","56","I","Work"
"1000891162989821957","Op","57","59","I","Work"
"1000891162989821957","27","60","62","I","Work"
"1000891162989821957","(1st","63","67","I","Work"
"1000891162989821957","mvmt)","68","73","I","Work"
"1000892336761655296","Benjamin","12","20","B","Contributor"
"1000892336761655296","Britten","21","28","I","Contributor"
"1000892336761655296","London","30","36","B","Contributor"
"1000892336761655296","Philharmonic","37","49","I","Contributor"
"1000892336761655296","Orchestra","50","59","I","Contributor"
"1000892336761655296","Russian","62","69","B","Work"
"1000892336761655296","Funeral","70","77","I","Work"
"1000908468168085509","Joseph","12","18","B","Contributor"
"1000908468168085509","Haydn","19","24","I","Contributor"
"1000908468168085509","Bart","26","30","B","Contributor"
"1000908468168085509","van","31","34","I","Contributor"
"1000908468168085509","Oort","35","39","I","Contributor"
"1000908468168085509","Sonata","42","48","B","Work"
"1000908468168085509","for","49","52","I","Work"
"1000908468168085509","piano","53","58","I","Work"
"1000908468168085509","(H.XVI.33)","59","69","I","Work"
"1000908468168085509","in","70","72","I","Work"
"1000908468168085509","D","73","74","I","Work"
"1000908468168085509","major","75","80","I","Work"
"1000908468168085509","[Alle","81","86","I","Work"
"1000912396267945985","Edvard","12","18","B","Contributor"
"1000912396267945985","Grieg","19","24","I","Contributor"
"1000912396267945985","Sofia","26","31","B","Contributor"
"1000912396267945985","Soloists","32","40","I","Contributor"
"1000912396267945985","Holberg","43","50","B","Work"
"1000912396267945985","suite","51","56","I","Work"
"1000912396267945985","Op.40","57","62","I","Work"
"1000912396267945985","v","63","64","I","Work"
"1000917336059203585","Albert","12","18","B","Contributor"
"1000917336059203585","Moeschinger","19","30","I","Contributor"
"1000917336059203585","Quintet","33","40","B","Work"
"1000917336059203585","on","41","43","I","Work"
"1000917336059203585","Swiss","44","49","I","Work"
"1000917336059203585","folk","50","54","I","Work"
"1000922320670744577","Richard","12","19","B","Contributor"
"1000922320670744577","Strauss","20","27","I","Contributor"
"1000922320670744577","Elisabeth","29","38","B","Contributor"
"1000922320670744577","Söderström","39","49","I","Contributor"
"1000922320670744577","Four","52","56","B","Work"
"1000922320670744577","Last","57","61","I","Work"
"1000922320670744577","Songs","62","67","I","Work"
"1000922320670744577","(Vier","68","73","I","Work"
"1000927262605225984","Sonata","37","43","B","Work"
"1000927262605225984","No","44","46","I","Work"
"1000927262605225984","10","47","49","I","Work"
"1000927262605225984","in","50","52","I","Work"
"1000927262605225984","G","53","54","I","Work"
"1000927262605225984","maj","55","58","I","Work"
"1000929895281758210","César","12","17","B","Contributor"
"1000929895281758210","Franck","18","24","I","Contributor"
"1000929895281758210","Pièce","49","54","B","Work"
"1000929895281758210","héroique","55","63","I","Work"
"1000929895281758210","in","64","66","I","Work"
"1000929895281758210","B","67","68","I","Work"
"1000929895281758210","minor","69","74","I","Work"
"1000929895281758210","(M.","75","78","I","Work"
"1000931752821579777","Antonio","12","19","B","Contributor"
"1000931752821579777","Cesti","20","25","I","Contributor"
"1000931752821579777","Andrea","27","33","B","Contributor"
"1000931752821579777","Bierbaum","34","42","I","Contributor"
"1000931752821579777","Filosofia's","45","56","B","Work"
"1000931752821579777","Aria","57","61","I","Work"
"1000931752821579777","'Sci","62","66","I","Work"
"1000934234020827136","Wolfgang","12","20","B","Contributor"
"1000934234020827136","Amadeus","21","28","I","Contributor"
"1000934234020827136","Mozart","29","35","I","Contributor"
"1000934234020827136","Peter","37","42","B","Contributor"
"1000934234020827136","Bree","43","47","I","Contributor"
"1000934234020827136","Quartet","50","57","B","Work"
"1000934234020827136","for","58","61","I","Work"
"1000934234020827136","oboe","62","66","I","Work"
"1000934234020827136","and","67","70","I","Work"
"1000937467002937344","Daniel‐François‐Esprit","12","34","B","Contributor"
"1000937467002937344","Auber","35","40","I","Contributor"
"1000937467002937344","Bolero","43","49","B","Work"
"1000939355710676993","Gioachino","12","21","B","Contributor"
"1000939355710676993","Rossini","22","29","I","Contributor"
"1000939355710676993","William","32","39","B","Work"
"1000939355710676993","Tell","40","44","I","Work"
"1000939355710676993","Overture","45","53","I","Work"
"1000942307481391104","Darius","12","18","B","Contributor"
"1000942307481391104","Milhaud","19","26","I","Contributor"
"1000942307481391104","BBC","28","31","B","Contributor"
"1000942307481391104","Concert","32","39","I","Contributor"
"1000942307481391104","Orchestra","40","49","I","Contributor"
"1000942307481391104","""La","52","55","B","Work"
"1000942307481391104","Cheminée","56","64","I","Work"
"1000942307481391104","du","65","67","I","Work"
"1000942307481391104","Roi","68","71","I","Work"
"1000942307481391104","René""","72","77","I","Work"
"1000942307481391104","(excerpt","78","86","I","Work"
"1000942307481391104","fro","87","90","I","Work"
"1000942580408946688","Antonio","12","19","B","Contributor"
"1000942580408946688","Vivaldi","20","27","I","Contributor"
"1000942580408946688","Michael","29","36","B","Contributor"
"1000942580408946688","Schneider","37","46","I","Contributor"
"1000942580408946688","Concerto","49","57","B","Work"
"1000942580408946688","in","58","60","I","Work"
"1000942580408946688","F","61","62","I","Work"
"1000942580408946688","major","63","68","I","Work"
"1000942580408946688","(","69","70","I","Work"
"1000944692480094208","Healey","12","18","B","Contributor"
"1000944692480094208","Willan","19","25","I","Contributor"
"1000944692480094208","Vancouver","27","36","B","Contributor"
"1000944692480094208","Bach","37","41","I","Contributor"
"1000944692480094208","Choir","42","47","I","Contributor"
"1000944692480094208","Te","50","52","B","Work"
"1000944692480094208","Deum","53","57","I","Work"
"1000944692480094208","Laudamus","58","66","I","Work"
"1000947646473953281","Robert","12","18","B","Contributor"
"1000947646473953281","Schumann","19","27","I","Contributor"
"1000947646473953281","Luka","29","33","B","Contributor"
"1000947646473953281","Mitev","34","39","I","Contributor"
"1000947646473953281","Phantasiestücke,","42","58","B","Work"
"1000947646473953281","Op","59","61","I","Work"
"1000947646473953281","73","62","64","I","Work"
"1000950662153285633","Django","12","18","B","Contributor"
"1000950662153285633","Reinhardt","19","28","I","Contributor"
"1000950662153285633","Sandu","30","35","B","Contributor"
"1000950662153285633","Sura","36","40","I","Contributor"
"1000950662153285633","Unknown","42","49","B","Contributor"
"1000950662153285633","Minor","52","57","B","Work"
"1000950662153285633","Swing","58","63","I","Work"
"1000952104897331200","George","12","18","B","Contributor"
"1000952104897331200","Frideric","19","27","I","Contributor"
"1000952104897331200","Handel","28","34","I","Contributor"
"1000952104897331200","Concerto","37","45","B","Work"
"1000952104897331200","Grosso","46","52","I","Work"
"1000952104897331200","in","53","55","I","Work"
"1000952104897331200","F","56","57","I","Work"
"1000955158166196224","Karol","12","17","B","Contributor"
"1000955158166196224","Szymanowski","18","29","I","Contributor"
"1000955158166196224","Natalya","31","38","B","Contributor"
"1000955158166196224","Pasichnyk","39","48","I","Contributor"
"1000955158166196224","Sheherazade","51","62","B","Work"
"1000957644608364545","Joseph","12","18","B","Contributor"
"1000957644608364545","Leopold","19","26","I","Contributor"
"1000957644608364545","Eybler","27","33","I","Contributor"
"1000957644608364545","Symphony","36","44","B","Work"
"1000957644608364545","in","45","47","I","Work"
"1000957644608364545","C","48","49","I","Work"
"1000957644608364545","major","50","55","I","Work"
"1000963528881262593","Jean","12","16","B","Contributor"
"1000963528881262593","Sibelius","17","25","I","Contributor"
"1000963528881262593","BBC","27","30","B","Contributor"
"1000963528881262593","Scottish","31","39","I","Contributor"
"1000963528881262593","Symphony","40","48","I","Contributor"
"1000963528881262593","Orchestra","49","58","I","Contributor"
"1000963528881262593","Tapiola","61","68","B","Work"
"1000967489419972609","Georg","12","17","B","Contributor"
"1000967489419972609","Philipp","18","25","I","Contributor"
"1000967489419972609","Telemann","26","34","I","Contributor"
"1000967489419972609","B'Rock","36","42","B","Contributor"
"1000967489419972609","Suite","45","50","B","Work"
"1000967489419972609","in","51","53","I","Work"
"1000967489419972609","E","54","55","I","Work"
"1000967489419972609","flat","56","60","I","Work"
"1000967489419972609","major","61","66","I","Work"
"1000972955776667649","Percy","12","17","B","Contributor"
"1000972955776667649","Whitlock","18","26","I","Contributor"
"1000972955776667649","RTÉ","28","31","B","Contributor"
"1000972955776667649","Concert","32","39","I","Contributor"
"1000972955776667649","Orchestra","40","49","I","Contributor"
"1000972955776667649","Spade","52","57","B","Work"
"1000972955776667649","and","58","61","I","Work"
"1000972955776667649","Bucket","62","68","I","Work"
"1000972955776667649","Polk","69","73","I","Work"
"1000973949247918080","Joseph","12","18","B","Contributor"
"1000973949247918080","Haydn","19","24","I","Contributor"
"1000973949247918080","Beaux","26","31","B","Contributor"
"1000973949247918080","Arts","32","36","I","Contributor"
"1000973949247918080","Trio","37","41","I","Contributor"
"1000973949247918080","Piano","44","49","B","Work"
"1000973949247918080","Trio","50","54","I","Work"
"1000973949247918080","in","55","57","I","Work"
"1000973949247918080","D","58","59","I","Work"
"1000973949247918080","major,","60","66","I","Work"
"1000973949247918080","H.15.8","67","73","I","Work"
"1000977148423888896","Ralph","12","17","B","Contributor"
"1000977148423888896","Vaughan","18","25","I","Contributor"
"1000977148423888896","Williams","26","34","I","Contributor"
"1000977148423888896","Fantasia","37","45","B","Work"
"1000977148423888896","on","46","48","I","Work"
"1000977148423888896","Greensleeves","49","61","I","Work"
"1000978141349928960","Johann","12","18","B","Contributor"
"1000978141349928960","Sebastian","19","28","I","Contributor"
"1000978141349928960","Bach","29","33","I","Contributor"
"1000978141349928960","Mache","36","41","B","Work"
"1000978141349928960","dich,","42","47","I","Work"
"1000978141349928960","mein","48","52","I","Work"
"1000978141349928960","Herz","53","57","I","Work"
"1000981382154289152","Armas","12","17","B","Contributor"
"1000981382154289152","Järnefelt","18","27","I","Contributor"
"1000981382154289152","Praeludium","30","40","B","Work"
"1000982060863979520","Maurice","12","19","B","Contributor"
"1000982060863979520","Ravel","20","25","I","Contributor"
"1000982060863979520","Osian","27","32","B","Contributor"
"1000982060863979520","Ellis","33","38","I","Contributor"
"1000982060863979520","Introduction","41","53","B","Work"
"1000982060863979520","and","54","57","I","Work"
"1000982060863979520","Allegro","58","65","I","Work"
"1000984840559349761","Carl","12","16","B","Contributor"
"1000984840559349761","Nielsen","17","24","I","Contributor"
"1000984840559349761","Dance","27","32","B","Work"
"1000984840559349761","of","33","35","I","Work"
"1000984840559349761","the","36","39","I","Work"
"1000984840559349761","Cockerel","40","48","I","Work"
"1000986514451566592","Franz","12","17","B","Contributor"
"1000986514451566592","Schubert","18","26","I","Contributor"
"1000986514451566592","Viola","28","33","B","Contributor"
"1000986514451566592","Tunnard","34","41","I","Contributor"
"1000986514451566592","Robert","43","49","B","Contributor"
"1000986514451566592","Tear","50","54","I","Contributor"
"1000986514451566592","Nachthelle,","57","68","B","Work"
"1000986514451566592","D","69","70","I","Work"
"1000986514451566592","892","71","74","I","Work"
"1000988357097414661","Frédéric","12","20","B","Contributor"
"1000988357097414661","Chopin","21","27","I","Contributor"
"1000988357097414661","Maurizio","29","37","B","Contributor"
"1000988357097414661","Pollini","38","45","I","Contributor"
"1000988357097414661","Berceuse","48","56","B","Work"
"1000988357097414661","in","57","59","I","Work"
"1000988357097414661","D","60","61","I","Work"
"1000988357097414661","flat","62","66","I","Work"
"1000988357097414661","major,","67","73","I","Work"
"1000988357097414661","Op","74","76","I","Work"
"1000988357097414661","57","77","79","I","Work"
"1000990129685712901","Sulpitia","12","20","B","Contributor"
"1000990129685712901","Cesis","21","26","I","Contributor"
"1000990129685712901","Capella","28","35","B","Contributor"
"1000990129685712901","Artemisia","36","45","I","Contributor"
"1000990129685712901","Pecco","48","53","B","Work"
"1000990129685712901","Signore","54","61","I","Work"
"1000990918265262080","Peter","12","17","B","Contributor"
"1000990918265262080","Maxwell","18","25","I","Contributor"
"1000990918265262080","Davies","26","32","I","Contributor"
"1000990918265262080","BBC","34","37","B","Contributor"
"1000990918265262080","Philharmonic","38","50","I","Contributor"
"1000990918265262080","Mavis","53","58","B","Work"
"1000990918265262080","in","59","61","I","Work"
"1000990918265262080","Las","62","65","I","Work"
"1000990918265262080","Vegas","66","71","I","Work"
"1000994386962984961","Isaías","12","18","B","Contributor"
"1000994386962984961","Sávio","19","24","I","Contributor"
"1000994386962984961","Miloš","26","31","B","Contributor"
"1000994386962984961","Karadaglić","32","42","I","Contributor"
"1000994386962984961","Batacuda","45","53","B","Work"
"1000996159849222145","Jacques","12","19","B","Contributor"
"1000996159849222145","Offenbach","20","29","I","Contributor"
"1000996159849222145","Valse","32","37","B","Work"
"1000996159849222145","des","38","41","I","Work"
"1000996159849222145","rayons","42","48","I","Work"
"1000996159849222145","(Le","49","52","I","Work"
"1000997549770231808","Ludwig","12","18","B","Contributor"
"1000997549770231808","van","19","22","I","Contributor"
"1000997549770231808","Beethoven","23","32","I","Contributor"
"1000997549770231808","Isabelle","34","42","B","Contributor"
"1000997549770231808","Faust","43","48","I","Contributor"
"1000997549770231808","Violin","51","57","B","Work"
"1000997549770231808","Sonata","58","64","I","Work"
"1000997549770231808","No","65","67","I","Work"
"1000997549770231808","5","68","69","I","Work"
"1000997549770231808","in","70","72","I","Work"
"1001000395731333121","Mily","12","16","B","Contributor"
"1001000395731333121","Alexeyevich","17","28","I","Contributor"
"1001000395731333121","Balakirev","29","38","I","Contributor"
"1001000395731333121","Tarantella","41","51","B","Work"
"1001000395731333121","(Suite","52","58","I","Work"
"1001000395731333121","for","59","62","I","Work"
"1001002275316338688","Hanns","12","17","B","Contributor"
"1001002275316338688","Eisler","18","24","I","Contributor"
"1001002275316338688","Aribert","26","33","B","Contributor"
"1001002275316338688","Reimann","34","41","I","Contributor"
"1001002275316338688","An","44","46","B","Work"
"1001002275316338688","den","47","50","I","Work"
"1001002275316338688","kleinen","51","58","I","Work"
"1001002275316338688","Radioa","59","65","I","Work"
"1001002281712738305","Gyorgy","12","18","B","Contributor"
"1001002281712738305","Ligeti","19","25","I","Contributor"
"1001002281712738305","Yuja","27","31","B","Contributor"
"1001002281712738305","Wang","32","36","I","Contributor"
"1001002281712738305","The","39","42","B","Work"
"1001002281712738305","Sorcerer's","43","53","I","Work"
"1001002281712738305","Apprentice","54","64","I","Work"
"1001002281712738305","(Etudes","65","72","I","Work"
"1001002281712738305","Book","73","77","I","Work"
"1001002281712738305","2)","78","80","I","Work"
"1001003583377170432","Marc‐Antoine","12","24","B","Contributor"
"1001003583377170432","Charpentier","25","36","I","Contributor"
"1001003583377170432","Te","39","41","B","Work"
"1001003583377170432","Deum,","42","47","I","Work"
"1001003583377170432","H146","48","52","I","Work"
"1001003583377170432","(Prelude)","53","62","I","Work"
"1001004412524027904","Trad.","12","17","B","Contributor"
"1001004412524027904","Danish","19","25","B","Contributor"
"1001004412524027904","String","26","32","I","Contributor"
"1001004412524027904","Quartet","33","40","I","Contributor"
"1001004412524027904","Waltz","43","48","B","Work"
"1001004412524027904","after","49","54","I","Work"
"1001004412524027904","Lasse","55","60","I","Work"
"1001004412524027904","in","61","63","I","Work"
"1001004412524027904","Lyby","64","68","I","Work"
"1001005595858755584","Arthur","12","18","B","Contributor"
"1001005595858755584","Bliss","19","24","I","Contributor"
"1001005595858755584","BBC","26","29","B","Contributor"
"1001005595858755584","National","30","38","I","Contributor"
"1001005595858755584","Orchestra","39","48","I","Contributor"
"1001005595858755584","of","49","51","I","Contributor"
"1001005595858755584","Wales","52","57","I","Contributor"
"1001005595858755584","Red","60","63","B","Work"
"1001005595858755584","(A","64","66","I","Work"
"1001005595858755584","Colour","67","73","I","Work"
"1001005595858755584","Symphony)","74","83","I","Work"
"1001007518150283266","Robert","12","18","B","Contributor"
"1001007518150283266","Schumann","19","27","I","Contributor"
"1001007518150283266","Dénes","29","34","B","Contributor"
"1001007518150283266","Várjon","35","41","I","Contributor"
"1001007518150283266","Schlummerlied","44","57","B","Work"
"1001007518150283266","(Albumblätter,","58","72","I","Work"
"1001007518150283266","Op","73","75","I","Work"
"1001007518150283266","124)","76","80","I","Work"
"1001008843382550528","Jason","12","17","B","Contributor"
"1001008843382550528","Yarde","18","23","I","Contributor"
"1001008843382550528","London","25","31","B","Contributor"
"1001008843382550528","Symphony","32","40","I","Contributor"
"1001008843382550528","Orchestra","41","50","I","Contributor"
"1001008843382550528","Rude","53","57","B","Work"
"1001008843382550528","Awakening!","58","68","I","Work"
"1001010700297408512","Malcolm","12","19","B","Contributor"
"1001010700297408512","Arnold","20","26","I","Contributor"
"1001010700297408512","Four","45","49","B","Work"
"1001010700297408512","English","50","57","I","Work"
"1001010700297408512","Dances,","58","65","I","Work"
"1001011120348463104","Amy","12","15","B","Contributor"
"1001011120348463104","Beach","16","21","I","Contributor"
"1001011120348463104","Kirsten","23","30","B","Contributor"
"1001011120348463104","Johnson","31","38","I","Contributor"
"1001011120348463104","From","41","45","B","Work"
"1001011120348463104","Grandmother's","46","59","I","Work"
"1001011120348463104","Garden,","60","67","I","Work"
"1001011120348463104","Op","68","70","I","Work"
"1001011120348463104","97","71","73","I","Work"
"1001018396916551681","Franz","12","17","B","Contributor"
"1001018396916551681","Schubert","18","26","I","Contributor"
"1001018396916551681","Symphony","29","37","B","Work"
"1001018396916551681","No","38","40","I","Work"
"1001018396916551681","8","41","42","I","Work"
"1001018396916551681","in","43","45","I","Work"
"1001018396916551681","B","46","47","I","Work"
"1001018396916551681","mi","48","50","I","Work"
"1001021456740945920","Manuel","12","18","B","Contributor"
"1001021456740945920","de","19","21","I","Contributor"
"1001021456740945920","Falla","22","27","I","Contributor"
"1001021456740945920","Alicia","29","35","B","Contributor"
"1001021456740945920","de","36","38","I","Contributor"
"1001021456740945920","Larrocha","39","47","I","Contributor"
"1001021456740945920","Jota","50","54","B","Work"
"1001021456740945920","(La","55","58","I","Work"
"1001021456740945920","vida","59","63","I","Work"
"1001021456740945920","breve)","64","70","I","Work"
"1001022711999684608","Heitor","12","18","B","Contributor"
"1001022711999684608","Villa‐Lobos","19","30","I","Contributor"
"1001022711999684608","Kiri","32","36","B","Contributor"
"1001022711999684608","Te","37","39","I","Contributor"
"1001022711999684608","Kanawa","40","46","I","Contributor"
"1001022711999684608","Bachiana","49","57","B","Work"
"1001022711999684608","brasileira","58","68","I","Work"
"1001022711999684608","N","69","70","I","Work"
"1001024570973974528","Johann","12","18","B","Contributor"
"1001024570973974528","Sebastian","19","28","I","Contributor"
"1001024570973974528","Bach","29","33","I","Contributor"
"1001024570973974528","Simon","35","40","B","Contributor"
"1001024570973974528","Preston","41","48","I","Contributor"
"1001024570973974528","Toccata","51","58","B","Work"
"1001024570973974528","and","59","62","I","Work"
"1001024570973974528","Fugue","63","68","I","Work"
"1001024570973974528","in","69","71","I","Work"
"1001024570973974528","D","72","73","I","Work"
"1001024570973974528","min","74","77","I","Work"
"1001027284420235265","Wolfgang","12","20","B","Contributor"
"1001027284420235265","Amadeus","21","28","I","Contributor"
"1001027284420235265","Mozart","29","35","I","Contributor"
"1001027284420235265","Fantasia","38","46","B","Work"
"1001027284420235265","in","47","49","I","Work"
"1001027284420235265","D","50","51","I","Work"
"1001027284420235265","minor,","52","58","I","Work"
"1001029983467339776","George","12","18","B","Contributor"
"1001029983467339776","Gershwin","19","27","I","Contributor"
"1001029983467339776","Stefano","29","36","B","Contributor"
"1001029983467339776","Bollani","37","44","I","Contributor"
"1001029983467339776","Rhapsody","47","55","B","Work"
"1001029983467339776","in","56","58","I","Work"
"1001029983467339776","Blue","59","63","I","Work"
"1001034256213336065","Wolfgang","12","20","B","Contributor"
"1001034256213336065","Amadeus","21","28","I","Contributor"
"1001034256213336065","Mozart","29","35","I","Contributor"
"1001034256213336065","Barbara","37","44","B","Contributor"
"1001034256213336065","Bonney","45","51","I","Contributor"
"1001034256213336065","Requiem,","54","62","B","Work"
"1001034256213336065","K.626:","63","69","I","Work"
"1001034256213336065","Recor","70","75","I","Work"
"1001037013750026240","Leonard","12","19","B","Contributor"
"1001037013750026240","Bernstein","20","29","I","Contributor"
"1001037013750026240","New","31","34","B","Contributor"
"1001037013750026240","York","35","39","I","Contributor"
"1001037013750026240","Philharmonic","40","52","I","Contributor"
"1001037013750026240","Candide","55","62","B","Work"
"1001037013750026240","(Overture)","63","73","I","Work"
"1001039696670220288","James","12","17","B","Contributor"
"1001039696670220288","MacMillan","18","27","I","Contributor"
"1001039696670220288","BBC","29","32","B","Contributor"
"1001039696670220288","Scottish","33","41","I","Contributor"
"1001039696670220288","Symphony","42","50","I","Contributor"
"1001039696670220288","Orchestra","51","60","I","Contributor"
"1001039696670220288","The","63","66","B","Work"
"1001039696670220288","Confession","67","77","I","Work"
"1001039696670220288","of","78","80","I","Work"
"1001039696670220288","Iso","81","84","I","Work"
"1001042001012379649","Johann","12","18","B","Contributor"
"1001042001012379649","Sebastian","19","28","I","Contributor"
"1001042001012379649","Bach","29","33","I","Contributor"
"1001042001012379649","Enrico","35","41","B","Contributor"
"1001042001012379649","Onofri","42","48","I","Contributor"
"1001042001012379649","Brandenburg","51","62","B","Work"
"1001042001012379649","Concerto","63","71","I","Work"
"1001045919406665728","Aaron","12","17","B","Contributor"
"1001045919406665728","Copland","18","25","I","Contributor"
"1001045919406665728","Thomas","27","33","B","Contributor"
"1001045919406665728","Stacy","34","39","I","Contributor"
"1001045919406665728","Philip","41","47","B","Contributor"
"1001045919406665728","Smith","48","53","I","Contributor"
"1001045919406665728","Quiet","56","61","B","Work"
"1001045919406665728","City","62","66","I","Work"
"1001049128040849408","Franz","12","17","B","Contributor"
"1001049128040849408","Schubert","18","26","I","Contributor"
"1001049128040849408","Ralph","28","33","B","Contributor"
"1001049128040849408","Kirshbaum","34","43","I","Contributor"
"1001049128040849408","String","46","52","B","Work"
"1001049128040849408","Quintet","53","60","I","Work"
"1001049128040849408","in","61","63","I","Work"
"1001049128040849408","C","64","65","I","Work"
"1001049128040849408","m","66","67","I","Work"
"1001052799315169280","Granville","12","21","B","Contributor"
"1001052799315169280","Bantock","22","29","I","Contributor"
"1001052799315169280","BBC","31","34","B","Contributor"
"1001052799315169280","National","35","43","I","Contributor"
"1001052799315169280","Orchestra","44","53","I","Contributor"
"1001052799315169280","of","54","56","I","Contributor"
"1001052799315169280","Wales","57","62","I","Contributor"
"1001052799315169280","The","65","68","B","Work"
"1001052799315169280","Frogs","69","74","I","Work"
"1001055023533625344","William","12","19","B","Contributor"
"1001055023533625344","Lloyd","20","25","I","Contributor"
"1001055023533625344","Webber","26","32","I","Contributor"
"1001055023533625344","Ian","34","37","B","Contributor"
"1001055023533625344","Brown","38","43","I","Contributor"
"1001055023533625344","The","46","49","B","Work"
"1001055023533625344","Call","50","54","I","Work"
"1001055023533625344","of","55","57","I","Work"
"1001055023533625344","the","58","61","I","Work"
"1001055023533625344","Morning","62","69","I","Work"
"1001056341631397888","Andrea","12","18","B","Contributor"
"1001056341631397888","Gabrieli","19","27","I","Contributor"
"1001056341631397888","Consort","29","36","B","Contributor"
"1001056341631397888","of","37","39","I","Contributor"
"1001056341631397888","Musicke.","40","48","I","Contributor"
"1001056341631397888","In","51","53","B","Work"
"1001056341631397888","nobil","54","59","I","Work"
"1001056341631397888","sangue","60","66","I","Work"
"1001056341631397888","/Amor","67","72","I","Work"
"1001058260990996481","Giovanni","12","20","B","Contributor"
"1001058260990996481","Gabrieli","21","29","I","Contributor"
"1001058260990996481","The","31","34","B","Contributor"
"1001058260990996481","King's","35","41","I","Contributor"
"1001058260990996481","Consort","42","49","I","Contributor"
"1001058260990996481","Lieto","52","57","B","Work"
"1001058260990996481","godea","58","63","I","Work"
"1001058260990996481","sedendo","64","71","I","Work"
"1001059998355656704","Giovanni","12","20","B","Contributor"
"1001059998355656704","Gabrieli","21","29","I","Contributor"
"1001059998355656704","Fuga","32","36","B","Work"
"1001059998355656704","del","37","40","I","Work"
"1001059998355656704","Nono","41","45","I","Work"
"1001059998355656704","Tono","46","50","I","Work"
"1001060738641866752","Giovanni","12","20","B","Contributor"
"1001060738641866752","Gabrieli","21","29","I","Contributor"
"1001060738641866752","Canzon","32","38","B","Work"
"1001060738641866752","in","39","41","I","Work"
"1001060738641866752","echo","42","46","I","Work"
"1001060738641866752","duodec","47","53","I","Work"
"1001063449680596992","Giovanni","12","20","B","Contributor"
"1001063449680596992","Gabrieli","21","29","I","Contributor"
"1001063449680596992","Monteverdi","31","41","B","Contributor"
"1001063449680596992","Choir","42","47","I","Contributor"
"1001063449680596992","O","50","51","B","Work"
"1001063449680596992","magnum","52","58","I","Work"
"1001063449680596992","mysterium","59","68","I","Work"
"1001064739210973184","Giovanni","12","20","B","Contributor"
"1001064739210973184","Gabrieli","21","29","I","Contributor"
"1001064739210973184","Gabrieli","31","39","B","Contributor"
"1001064739210973184","Consort","40","47","I","Contributor"
"1001064739210973184","Deus","50","54","B","Work"
"1001064739210973184","qui","55","58","I","Work"
"1001064739210973184","beatum","59","65","I","Work"
"1001064739210973184","Marcum","66","72","I","Work"
"1001065444462268416","Giovanni","12","20","B","Contributor"
"1001065444462268416","Gabrieli","21","29","I","Contributor"
"1001065444462268416","Gabrieli","31","39","B","Contributor"
"1001065444462268416","Players","40","47","I","Contributor"
