"TWEET_ID","ENT","I","E","IOB_TAG","TYPE"
"994197403711492096","Ireland","141","148","I","Contributor"
"994197403711492096","A","150","151","B","Work"
"994197403711492096","Downland","152","160","I","Work"
"994197403711492096","Suite","161","166","I","Work"
"990525171034476544","Purcell","36","43","B","Contributor"
"990525171034476544","Nymphs","45","51","B","Work"
"990525171034476544","and","52","55","I","Work"
"990525171034476544","Shepherds","56","65","I","Work"
"990525171034476544","Harty","73","78","B","Contributor"
"990565725478834176","Vaughan","31","38","B","Contributor"
"990565725478834176","Williams","39","47","I","Contributor"
"990565725478834176","Fantasia","49","57","B","Work"
"990565725478834176","on","58","60","I","Work"
"990565725478834176","a","61","62","I","Work"
"990565725478834176","theme","63","68","I","Work"
"990565725478834176","of","69","71","I","Work"
"990565725478834176","Thomas","72","78","I","Work"
"990565725478834176","Tallis","79","85","I","Work"
"990580693351718912","Carole","41","47","B","Contributor"
"990580693351718912","Cerasi","48","54","I","Contributor"
"990580693351718912","François","94","102","B","Contributor"
"990580693351718912","Couperin","103","111","I","Contributor"
"990580693351718912","JS","116","118","B","Contributor"
"990580693351718912","Bach","119","123","I","Contributor"
"990583008582356992","Francois","36","44","B","Contributor"
"990583008582356992","Couperin","45","53","I","Contributor"
"990583008582356992","Carole","59","65","B","Contributor"
"990583008582356992","Cerasi","66","72","I","Contributor"
"990587684748972033","Lucie","37","42","B","Contributor"
"990587684748972033","Skeaping","43","51","I","Contributor"
"990587684748972033","Carole","78","84","B","Contributor"
"990587684748972033","Cerasi","85","91","I","Contributor"
"990587684748972033","Couperin","98","106","B","Contributor"
"990605230567055361","Machaut","85","92","B","Contributor"
"990605230567055361","Arvo","99","103","B","Contributor"
"990605230567055361","Pärt","104","108","I","Contributor"
"990605230567055361","the","114","117","B","Contributor"
"990605230567055361","Estonian","118","126","I","Contributor"
"990605230567055361","Philharmonic","127","139","I","Contributor"
"990605230567055361","Chamber","140","147","I","Contributor"
"990605230567055361","Choir","148","153","I","Contributor"
"990605513888030720","NeoBarock","207","216","B","Contributor"
"990609149129117696","Otomo","83","88","B","Contributor"
"990609149129117696","Yoshihide","89","98","I","Contributor"
"990623389072183296","Bach","92","96","B","Contributor"
"990645222446174208","Karl","29","33","B","Contributor"
"990645222446174208","Richter","34","41","I","Contributor"
"990649991059464192","Steve","166","171","B","Contributor"
"990649991059464192","Reich","172","177","I","Contributor"
"990659650348634112","Mozart","11","17","B","Contributor"
"990659650348634112","Requiem","18","25","B","Work"
"990659650348634112","Traviata","46","54","B","Work"
"990659650348634112","Lucia","61","66","B","Work"
"990659650348634112","di","67","69","I","Work"
"990659650348634112","Lammermoor","70","80","I","Work"
"990689434843734022","Hahn","116","120","B","Contributor"
"990697256868294656","Currentzis","165","175","B","Contributor"
"990697256868294656","Rameau","176","182","B","Contributor"
"990825043897745408","Dvorak","19","25","B","Contributor"
"990825043897745408","American","42","50","B","Work"
"990825043897745408","Quartet","51","58","I","Work"
"990825743650312192","Nielsen","129","136","B","Contributor"
"990825743650312192","Sibelius","143","151","B","Contributor"
"990825743650312192","Ethel","156","161","B","Contributor"
"990825743650312192","Barnes","162","168","I","Contributor"
"990835705852186624","Andante","0","7","B","Work"
"990835705852186624","festivo","8","15","I","Work"
"990835705852186624","Jean","18","22","B","Contributor"
"990835705852186624","Sibelius","23","31","I","Contributor"
"990837679767072768","Aaron","0","5","B","Contributor"
"990837679767072768","Copland","6","13","I","Contributor"
"990842124605296640","Seligkeit,","0","10","B","Work"
"990842124605296640","D","11","12","I","Work"
"990842124605296640","433","13","16","I","Work"
"990842124605296640","Franz","19","24","B","Contributor"
"990842124605296640","Schubert","25","33","I","Contributor"
"990848497699213312","Henry","14","19","B","Contributor"
"990848497699213312","Cowell","20","26","I","Contributor"
"990848497699213312","Aeolian","30","37","B","Work"
"990848497699213312","Harp","38","42","I","Work"
"990848497699213312","Emerson,","105","113","B","Contributor"
"990848497699213312","Lake","114","118","I","Contributor"
"990848497699213312","and","119","122","I","Contributor"
"990848497699213312","Palmer","123","129","I","Contributor"
"990859885242961920","Britten","22","29","B","Contributor"
"990859941958356992","Smetana","0","7","B","Work"
"990859941958356992","Takacs","13","19","B","Contributor"
"990859941958356992","Quartet","20","27","I","Contributor"
"990859941958356992","Károly","70","76","B","Contributor"
"990859941958356992","Schranz","77","84","I","Contributor"
"990859941958356992","Harumi","178","184","B","Contributor"
"990859941958356992","Rhodes","185","191","I","Contributor"
"990864966298333184","Ravel","34","39","B","Contributor"
"990864966298333184","Sheherazade","42","53","B","Work"
"990864966298333184","Louise","80","86","B","Contributor"
"990864966298333184","Farrenc","87","94","I","Contributor"
"990864966298333184","Symphony","97","105","B","Work"
"990864966298333184","no.3","106","110","I","Work"
"990865806262140928","Spem","43","47","B","Work"
"990865806262140928","in","48","50","I","Work"
"990865806262140928","Alium","51","56","I","Work"
"990865806262140928","Mozart","67","73","B","Contributor"
"990865806262140928","Sonata","74","80","B","Work"
"990871566165606400","Schubert","34","42","B","Contributor"
"990871566165606400","Donny","136","141","B","Contributor"
"990871566165606400","Osmond","142","148","I","Contributor"
"990871566165606400","David","152","157","B","Contributor"
"990871566165606400","Cassidy","158","165","I","Contributor"
"990871566165606400","Gretchen","170","178","B","Work"
"990871566165606400","am","179","181","I","Work"
"990871566165606400","Spinnerade","182","192","I","Work"
"990871708793032704","Delius","77","83","B","Contributor"
"990871708793032704","Paris","86","91","B","Work"
"990871708793032704","Song","92","96","I","Work"
"990871708793032704","of","97","99","I","Work"
"990871708793032704","a","100","101","I","Work"
"990871708793032704","Great","102","107","I","Work"
"990871708793032704","City","108","112","I","Work"
"990871930864652288","Walton","21","27","B","Contributor"
"990871930864652288","Portsmouth","30","40","B","Work"
"990871930864652288","Point","41","46","I","Work"
"990874469534261248","Rhapsody","22","30","B","Work"
"990874469534261248","in","31","33","I","Work"
"990874469534261248","Blue","34","38","I","Work"
"990876443545612288","Earl","63","67","B","Contributor"
"990876443545612288","Wild","68","72","I","Contributor"
"990876443545612288","Gershwin","93","101","B","Contributor"
"990876443545612288","I","130","131","B","Work"
"990876443545612288","got","132","135","I","Work"
"990876443545612288","rhythm","136","142","I","Work"
"990877961804046341","Stravinsky","80","90","B","Contributor"
"990877961804046341","Petrushka","200","209","B","Work"
"990877961804046341","Firebird","211","219","B","Work"
"990877961804046341","The","221","224","B","Work"
"990877961804046341","Rite","225","229","I","Work"
"990877961804046341","Pleyel","244","250","B","Contributor"
"990879395706437632","Varese","11","17","B","Contributor"
"990879395706437632","Ameriques","18","27","B","Work"
"990880731126730754","Mavis","60","65","B","Work"
"990880731126730754","in","66","68","I","Work"
"990880731126730754","Las","69","72","I","Work"
"990880731126730754","Vegas","73","78","I","Work"
"990880731126730754","Peter","171","176","B","Contributor"
"990880731126730754","Maxwell","177","184","I","Contributor"
"990880731126730754","Davies","185","191","I","Contributor"
"990881521421766656","Prize","0","5","B","Work"
"990881521421766656","Fight","6","11","I","Work"
"990881521421766656","Constant","14","22","B","Contributor"
"990881521421766656","Lambert","23","30","I","Contributor"
"990881889585070080","Sibelius","30","38","B","Contributor"
"990881889585070080","Schubert","63","71","B","Contributor"
"990886365742157824","The","30","33","B","Work"
"990886365742157824","Pankhurst","34","43","I","Work"
"990886365742157824","Anthem","44","50","I","Work"
"990891723411853312","Herbie","85","91","B","Contributor"
"990891723411853312","Hancock","92","99","I","Contributor"
"990891723411853312","Harvest","117","124","B","Work"
"990891723411853312","Time","125","129","I","Work"
"990892942070956033","Mariss","21","27","B","Contributor"
"990892942070956033","Jansons","28","35","I","Contributor"
"990892942070956033","Mahler","45","51","B","Contributor"
"990892942070956033","2nd","54","57","B","Work"
"990892942070956033","Symphony","58","66","I","Work"
"990898726016339968","Hubert","28","34","B","Contributor"
"990898726016339968","Parry","35","40","I","Contributor"
"990912955326791680","Turnage","23","30","B","Contributor"
"990914339564552192","Coffee","140","146","B","Work"
"990914339564552192","Cantata","147","154","I","Work"
"990925525949599745","Ensemble","5","13","B","Contributor"
"990925525949599745","Reigakusha","14","24","I","Contributor"
"990938743250006021","Aaron","22","27","B","Contributor"
"990938743250006021","Coupland","28","36","I","Contributor"
"990941079716364288","Couperin","0","8","B","Contributor"
"990941079716364288","Carole","90","96","B","Contributor"
"990941079716364288","Cerasi","97","103","I","Contributor"
"990941079716364288","François","132","140","B","Contributor"
"990942061166845953","Aaron","27","32","B","Contributor"
"990942061166845953","Copland","33","40","I","Contributor"
"990942192494669825","Craigie","123","130","B","Work"
"990942192494669825","Hill","131","135","I","Work"
"990942192494669825","Dick","159","163","B","Contributor"
"990942192494669825","Gaughan","164","171","I","Contributor"
"990942417246400512","John","61","65","B","Contributor"
"990942417246400512","Powell","66","72","I","Contributor"
"990942417246400512","How","76","79","B","Work"
"990942417246400512","To","80","82","I","Work"
"990942417246400512","Train","83","88","I","Work"
"990942417246400512","Your","89","93","I","Work"
"990942417246400512","Dragon","94","100","I","Work"
"990942596422828032","Fauré","130","135","B","Contributor"
"990942596422828032","Winter","182","188","B","Work"
"990942596422828032","Journey","189","196","I","Work"
"990946991663452160","John","106","110","B","Contributor"
"990946991663452160","C","111","112","I","Contributor"
"990946991663452160","Clarke","113","119","I","Contributor"
"990953010774896642","Edith","27","32","B","Contributor"
"990953010774896642","Piaf","33","37","I","Contributor"
"990953010774896642","Non,","54","58","B","Work"
"990953010774896642","Je","59","61","I","Work"
"990953010774896642","ne","62","64","I","Work"
"990953010774896642","regrette","65","73","I","Work"
"990953010774896642","rien","74","78","I","Work"
"990953010774896642","Jerry","139","144","B","Contributor"
"990953010774896642","Goldsmith","145","154","I","Contributor"
"990959904000266241","Eisler","185","191","B","Contributor"
"996758174500900864","Roderick","33","41","B","Contributor"
"996758174500900864","Williams","42","50","I","Contributor"
"996758174500900864","inter","154","159","B","Work"
"996758174500900864","Journey""","160","168","I","Work"
"996766740414529536","Kerry","21","26","B","Contributor"
"996766740414529536","Andrew","27","33","I","Contributor"
"996766740414529536","Juliet","63","69","B","Contributor"
"996766740414529536","Fraser","70","76","I","Contributor"
"996782189164548096","Verdi","78","83","B","Contributor"
"996782189164548096","A","86","87","B","Work"
"996782189164548096","Masked","88","94","I","Work"
"996782189164548096","Ball","95","99","I","Work"
"996847011486949379","Christian","76","85","B","Contributor"
"996847011486949379","McBride","86","93","I","Contributor"
"996865372891512833","Pachucho","1","9","B","Work"
"996865372891512833","Boogie","10","16","I","Work"
"996865372891512833","Don","48","51","B","Contributor"
"996865372891512833","Tosti","52","57","I","Contributor"
"997008362792464384","Handel","11","17","B","Contributor"
"997011777601855489","Cavalleria","37","47","B","Work"
"997011777601855489","Rusticana","48","57","I","Work"
"997017312367702016","Herbert","35","42","B","Contributor"
"997017312367702016","Howells","43","50","I","Contributor"
"997017312367702016","Pageantry","130","139","B","Work"
"997019156670185472","Haydn","22","27","B","Contributor"
"997019156670185472","Insanae","30","37","B","Work"
"997019156670185472","et","38","40","I","Work"
"997019156670185472","vanae","41","46","I","Work"
"997020214956093440","Sargent","114","121","B","Contributor"
"997020214956093440","Coleridge-Taylor","131","147","B","Contributor"
"997020214956093440","Bach","211","215","B","Contributor"
"997020214956093440","Passions","218","226","B","Work"
"997020214956093440","Hiawatha","246","254","B","Work"
"997022076455276549","Handel","11","17","B","Contributor"
"997023918820118528","Saint-Saëns","13","24","B","Contributor"
"997023918820118528","Le","26","28","B","Work"
"997023918820118528","Rouet","29","34","I","Work"
"997023918820118528","d'Omphale","35","44","I","Work"
"997024484438650880","Dvorak","37","43","B","Contributor"
"997024484438650880","Golden","46","52","B","Work"
"997024484438650880","Spinning","53","61","I","Work"
"997024484438650880","Wheel","62","67","I","Work"
"997024789008080897","Gretchen","11","19","B","Work"
"997024789008080897","am","20","22","I","Work"
"997024789008080897","Spinnrade","23","32","I","Work"
"997024967702167552","Copland","54","61","B","Contributor"
"997024967702167552","Lincoln","64","71","B","Work"
"997024967702167552","Portrait","72","80","I","Work"
"997024982835359744","Dvořák","11","17","B","Contributor"
"997024982835359744","The","44","47","B","Work"
"997024982835359744","Golden","48","54","I","Work"
"997024982835359744","Spinning","55","63","I","Work"
"997024982835359744","Wheel","64","69","I","Work"
"997035315469651968","Schubert","11","19","B","Contributor"
"997035315469651968","Gretchen","23","31","B","Work"
"997035315469651968","at","32","34","I","Work"
"997035315469651968","the","35","38","I","Work"
"997035315469651968","spinning","39","47","I","Work"
"997035315469651968","wheel","48","53","I","Work"
"997035315469651968","La","61","63","B","Work"
"997035315469651968","jeunesse","64","72","I","Work"
"997035315469651968","d'Hercule","73","82","I","Work"
"997035315469651968","saint","86","91","B","Contributor"
"997035315469651968","saens","92","97","I","Contributor"
"997036148944965632","Saint-Saëns","15","26","B","Contributor"
"997059205336129536","Tchaikovsky","42","53","B","Contributor"
"997059205336129536","Sleeping","56","64","B","Work"
"997059205336129536","Beauty","65","71","I","Work"
"994475462448558080","4","31","32","B","Work"
"994475462448558080","Last","33","37","I","Work"
"994475462448558080","Songs","38","43","I","Work"
"994475462448558080","Jessie","57","63","B","Contributor"
"994475462448558080","Norman","64","70","I","Contributor"
"994475462448558080","Strauss","124","131","B","Contributor"
"994475462448558080","Normans","163","170","B","Contributor"
"994475462448558080","Kiri","232","236","B","Contributor"
"994478172170280960","Brahms","37","43","B","Contributor"
"994478172170280960","Op.116","44","50","B","Work"
"994497367092187136","Handel","11","17","B","Contributor"
"994497367092187136","Chaconne","20","28","B","Work"
"994497367092187136","in","29","31","I","Work"
"994497367092187136","G","32","33","I","Work"
"994497367092187136","major","34","39","I","Work"
"994497367092187136","Handel","73","79","B","Contributor"
"994497695048962049","Sheep","26","31","B","Work"
"994497695048962049","may","32","35","I","Work"
"994497695048962049","safely","36","42","I","Work"
"994497695048962049","graze","43","48","I","Work"
"994497695048962049","Air","69","72","B","Work"
"994497695048962049","Michael","116","123","B","Contributor"
"994497695048962049","Nymen","124","129","I","Contributor"
"994497695048962049","Erik","150","154","B","Contributor"
"994497695048962049","Satie","155","160","I","Contributor"
"994497695048962049","Air","192","195","B","Work"
"994498011265994752","Bach","22","26","B","Contributor"
"994498011265994752","Telemann","45","53","B","Contributor"
"994498011265994752","Horn","54","58","B","Work"
"994498011265994752","Concerto=TWV43:D8","59","76","I","Work"
"994498780291616770","Bach","21","25","B","Contributor"
"994498780291616770","Air","37","40","B","Work"
"994498780291616770","Handel","68","74","B","Contributor"
"994498780291616770","Ode","129","132","B","Work"
"994498780291616770","for","133","136","I","Work"
"994498780291616770","St","137","139","I","Work"
"994498780291616770","Cecilia’s","140","149","I","Work"
"994498780291616770","Day","150","153","I","Work"
"994525527431098368","Jim","37","40","B","Contributor"
"994525527431098368","O'Rourke","41","49","I","Contributor"
"994533880911843330","Sofi","96","100","B","Contributor"
"994533880911843330","Jeannin","101","108","I","Contributor"
"994533880911843330","Handel","133","139","B","Contributor"
"994551571932475392","Suk","153","156","B","Contributor"
"994551571932475392","Martinu","158","165","B","Contributor"
"994551571932475392","Smetana","172","179","B","Contributor"
"994551571932475392","Smetana","192","199","B","Contributor"
"994551571932475392","Reicha","206","212","B","Contributor"
"994551571932475392","Schulhoff","224","233","B","Contributor"
"994551571932475392","Schulhoff","224","233","B","Contributor"
"994551571932475392","Dvorak","235","241","B","Contributor"
"994551571932475392","Suk","265","268","B","Contributor"
"994592209323331584","Puccini","36","43","B","Contributor"
"994601888048975874","Beethoven","61","70","B","Contributor"
"994602513788817415","Beethoven","72","81","B","Contributor"
"994649410389839872","Bach","60","64","B","Contributor"
"994671680965443590","The","92","95","B","Work"
"994671680965443590","Tempest","96","103","I","Work"
"994671680965443590","Arthur","117","123","B","Contributor"
"994671680965443590","Sullivan","124","132","I","Contributor"
"994839026015330305","Beatus","48","54","B","Work"
"994849594499448832","Haydn","56","61","B","Contributor"
"994849594499448832","quartet","62","69","B","Work"
"994849594499448832","the","143","146","B","Work"
"994849594499448832","Lark","147","151","I","Work"
"994849594499448832","Quartet","152","159","I","Work"
"994852201108508672","Messiaen","11","19","B","Contributor"
"994852201108508672","Le","21","23","B","Work"
"994852201108508672","merle","24","29","I","Work"
"994852201108508672","bleu","30","34","I","Work"
"994853353485225984","Haydn","38","43","B","Contributor"
"994853353485225984","quartet","44","51","B","Work"
"994853353485225984","Haydn","63","68","B","Contributor"
"994853353485225984","quartet","69","76","B","Work"
"994855207120134144","Vaughan","46","53","B","Contributor"
"994855207120134144","Williams","54","62","I","Contributor"
"994855207120134144","Handel","108","114","B","Contributor"
"994855207120134144","Cuckoo","117","123","B","Work"
"994855207120134144","&amp;","124","129","I","Work"
"994855207120134144","The","130","133","I","Work"
"994855207120134144","Nightingale","134","145","I","Work"
"994859313607970816","Haydn","17","22","B","Contributor"
"994859313607970816","""Lark""","25","31","B","Work"
"994859313607970816","Quartet","32","39","I","Work"
"994859313607970816","""Sunrise""","98","107","B","Work"
"994859313607970816","Quartet","108","115","I","Work"
"994859313607970816","Op76/4","116","122","I","Work"
"994859313607970816","Haydn","128","133","B","Contributor"
"994864092480458757","Liszt","21","26","B","Contributor"
"994864092480458757","transcription","29","42","B","Work"
"994864092480458757","Schubert","46","54","B","Contributor"
"994864092480458757","Hark,","58","63","B","Work"
"994864092480458757","hark,","64","69","I","Work"
"994864092480458757","the","70","73","I","Work"
"994864092480458757","lark","74","78","I","Work"
"994866649261060097","Wagner","21","27","B","Contributor"
"994866649261060097","Weber","146","151","B","Contributor"
"994866649261060097","beron","186","191","B","Work"
"994907954766798848","Emil","57","61","B","Contributor"
"994907954766798848","Gilels","62","68","I","Contributor"
"994908602631688192","Igor","34","38","B","Contributor"
"994908602631688192","Levit","39","44","I","Contributor"
"994961639748395009","Bach","62","66","B","Contributor"
"994961639748395009","Walter","85","91","B","Contributor"
"994961639748395009","Rimmel","92","98","I","Contributor"
"994964443938344961","Haydn","132","137","B","Contributor"
"994990502826127361","Tom","44","47","B","Contributor"
"994990502826127361","Fetherstonhaugh","48","63","I","Contributor"
"994990502826127361","Athena","78","84","B","Contributor"
"994990502826127361","Hawksley-Walker","85","100","I","Contributor"
"994990502826127361","Beethoven","109","118","B","Contributor"
"994990502826127361","Violin","121","127","B","Work"
"994990502826127361","Sonatas","128","135","I","Work"
"995028064747900928","Miles","29","34","B","Contributor"
"995028064747900928","Davis","35","40","I","Contributor"
"995030262487674882","Florestan","83","92","B","Contributor"
"995030262487674882","Trio","93","97","I","Contributor"
"995030262487674882","Beethoven","104","113","B","Contributor"
"995030262487674882","Piano","116","121","B","Work"
"995030262487674882","Trio","122","126","I","Work"
"995030262487674882","in","127","129","I","Work"
"995030262487674882","B","130","131","I","Work"
"995030262487674882","flat,","132","137","I","Work"
"995030262487674882","op.97","138","143","I","Work"
"995030262487674882","the","236","239","B","Work"
"995030262487674882","Archduke","240","248","I","Work"
"995030262487674882","Trio","249","253","I","Work"
"995033690685280256","Lili","40","44","B","Contributor"
"995033690685280256","Boulanger","45","54","I","Contributor"
"995033690685280256","Psalm","55","60","B","Work"
"995033690685280256","130","61","64","I","Work"
"995033690685280256","Ethel","68","73","B","Contributor"
"995033690685280256","Smith","74","79","I","Contributor"
"995033690685280256","Mass","80","84","B","Work"
"995033690685280256","in","85","87","I","Work"
"995033690685280256","D","88","89","I","Work"
"995198338545913857","Bach","60","64","B","Contributor"
"995203833063190528","June","105","109","B","Contributor"
"995203833063190528","Anderson","110","118","I","Contributor"
"995206771135393792","Falla","32","37","B","Contributor"
"995209108339986432","Mozart","62","68","B","Contributor"
"995209108339986432","Rachmaninov","70","81","B","Contributor"
"995209108339986432","Smile","121","126","B","Work"
"995209108339986432","Charlie","136","143","B","Contributor"
"995209108339986432","Chaplin","144","151","I","Contributor"
"995209228712366086","Handel","29","35","B","Contributor"
"995209228712366086","Messiah","38","45","B","Work"
"995211083047735296","June","77","81","B","Contributor"
"995211083047735296","Anderson","82","90","I","Contributor"
"995211083047735296","Turangalîla","140","151","B","Work"
"995234233785479168","Britten","90","97","B","Contributor"
"995234233785479168","Winter","100","106","B","Work"
"995234233785479168","Words","107","112","I","Work"
"995237363403157505","Mark’s","27","33","B","Work"
"995237363403157505","Flying","34","40","I","Work"
"995237363403157505","Wings","41","46","I","Work"
"995237363403157505","of","47","49","I","Work"
"995237363403157505","Love","50","54","I","Work"
"995237363403157505","re-imagined","55","66","I","Work"
"995237363403157505","version","67","74","I","Work"
"995237363403157505","of","75","77","I","Work"
"995237363403157505","Head","78","82","I","Work"
"995237363403157505","Over","83","87","I","Work"
"995237363403157505","Heels","88","93","I","Work"
"995237363403157505","Tears","97","102","B","Contributor"
"995237363403157505","for","103","106","I","Contributor"
"995237363403157505","Fears","107","112","I","Contributor"
"995247307590389760","Esa-Pekka","40","49","B","Contributor"
"995247307590389760","Salonen","50","57","I","Contributor"
"995247307590389760","Lutoslawski","120","131","B","Contributor"
"995247307590389760","Ligeti","136","142","B","Contributor"
"995247307590389760","Macabre","143","150","B","Work"
"995323210093690881","Paganin’s","18","27","B","Work"
"995323210093690881","Thing","28","33","I","Work"
"995393744722628615","Bach","96","100","B","Contributor"
"995393744722628615","Vocal","103","108","B","Work"
"995393744722628615","Cantatas","109","117","I","Work"
"995395305985269760","Chris","78","83","B","Contributor"
"995395305985269760","Stewart","84","91","I","Contributor"
"995554042964307970","Ravel","42","47","B","Contributor"
"995554042964307970","Herbie","68","74","B","Contributor"
"995554042964307970","Hancock","75","82","I","Contributor"
"995554126485508096","Herbie","37","43","B","Contributor"
"995554126485508096","Hancock","44","51","I","Contributor"
"995554126485508096","Ravel","52","57","B","Contributor"
"995554126485508096","Piano","58","63","B","Work"
"995554126485508096","Concerto","64","72","I","Work"
"995590220690132992","Clement","41","48","B","Contributor"
"995590220690132992","Lefebvre","49","57","I","Contributor"
"995590220690132992","Rameau","69","75","B","Contributor"
"995590220690132992","Couperin","76","84","B","Contributor"
"995594355221106693","Perotin","20","27","B","Contributor"
"995597907914092544","La","25","27","B","Work"
"995597907914092544","Mer","28","31","I","Work"
"995598552398213121","Emerson,","125","133","B","Contributor"
"995598552398213121","Lake","134","138","I","Contributor"
"995598552398213121","and","139","142","I","Contributor"
"995598552398213121","Palmer","143","149","I","Contributor"
"995739576953163777","András","23","29","B","Contributor"
"995739576953163777","Schiff","30","36","I","Contributor"
"995739576953163777","Book","43","47","B","Work"
"995739576953163777","1","48","49","I","Work"
"995739576953163777","JS","53","55","B","Contributor"
"995739576953163777","Bach","56","60","I","Contributor"
"995739576953163777","Preludes","64","72","B","Work"
"995739576953163777","&amp;","73","78","I","Work"
"995739576953163777","Fugues","79","85","I","Work"
"995740845658787845","Paucity","39","46","B","Work"
"995740845658787845","Haydn","50","55","B","Contributor"
"995742225488367618","Schoenberg","19","29","B","Contributor"
"995742225488367618","Dutilleux","31","40","B","Contributor"
"995742225488367618","Mahler","47","53","B","Contributor"
"995908466610003969","Cantata","45","52","B","Work"
"995908466610003969","211","53","56","I","Work"
"995933280364089344","The","39","42","B","Work"
"995933280364089344","Dambusters'","43","54","I","Work"
"995933280364089344","March","55","60","I","Work"
"995937547107946496","Black","26","31","B","Contributor"
"995937547107946496","Dyke","32","36","I","Contributor"
"995937547107946496","Band","37","41","I","Contributor"
"995937547107946496","Herbert","80","87","B","Contributor"
"995937547107946496","Howels","88","94","I","Contributor"
"995937547107946496","Suite","97","102","B","Work"
"995937547107946496","Pageantry","103","112","I","Work"
"995945598959448065","Wagner","80","86","B","Contributor"
"995945598959448065","Die","92","95","B","Work"
"995945598959448065","Meistersinger","96","109","I","Work"
"995945598959448065","Von","110","113","I","Work"
"995945598959448065","Nürnberg","114","122","I","Work"
"995945598959448065","Overture","123","131","I","Work"
"995945598959448065","Puccini","160","167","B","Contributor"
"995947266568531968","Home'","37","42","B","Work"
"995947266568531968","Les","48","51","B","Work"
"995947266568531968","Miserable","52","61","I","Work"
"995947266568531968","Humming","72","79","B","Work"
"995947266568531968","chorus","80","86","I","Work"
"995984651045998593","Bach","25","29","B","Contributor"
"995984651045998593","Ravel","30","35","B","Contributor"
"996064041335427072","inhard","134","140","B","Contributor"
"996064041335427072","Goebel","141","147","I","Contributor"
"996064041335427072","o","148","149","I","Contributor"
"996066563697659904","Gounod","49","55","B","Contributor"
"996066563697659904","Prokofiev","95","104","B","Contributor"
"996072260204154880","Michael","168","175","B","Contributor"
"996072260204154880","Foyle","176","181","I","Contributor"
"996072260204154880","Maksim","227","233","B","Contributor"
"996072260204154880","Stsura","234","240","I","Contributor"
"996101651219009538","Haydn","17","22","B","Contributor"
"996110786748698632","Bach","60","64","B","Contributor"
"996124338125443073","Satyagraha","31","41","B","Work"
"996129055731781634","Jessye","32","38","B","Contributor"
"996129055731781634","Norman","39","45","I","Contributor"
"996139468007596037","The","28","31","B","Work"
"996139468007596037","Meadow","32","38","I","Work"
"996139468007596037","and","39","42","I","Work"
"996139468007596037","Sparrow","43","50","I","Work"
"996287007088431105","Monteverdi","76","86","B","Contributor"
"990282340848099329","Massenet","13","21","B","Contributor"
"990282340848099329","Cendrillon","24","34","B","Work"
"990284356030730240","Cendrillon","11","21","B","Work"
"990284356030730240","Massenet","24","32","B","Contributor"
"990287382313406464","Furtwängler","208","219","B","Contributor"
"990287639222870016","lan","88","91","B","Contributor"
"990287639222870016","Davey","92","97","I","Contributor"
"990289159964119041","Walter","100","106","B","Contributor"
"990289159964119041","Smetak","107","113","I","Contributor"
"990289159964119041","Rihm","128","132","B","Contributor"
"990289159964119041","Requiem","135","142","B","Work"
"990289159964119041","Debussy","168","175","B","Contributor"
"990289159964119041","Linda","181","186","B","Contributor"
"990289159964119041","Catlin","187","193","I","Contributor"
"990289159964119041","Smith","194","199","I","Contributor"
"990289159964119041","Tristan","206","213","B","Contributor"
"990289159964119041","Murail","214","220","I","Contributor"
"990290446428536832","Lucia","46","51","B","Work"
"990290446428536832","di","52","54","I","Work"
"990290446428536832","Lammermoor","55","65","I","Work"
"990325621971734528","Massenet","13","21","B","Contributor"
"990325621971734528","Cendrillon","24","34","B","Work"
"990343183988084736","John","84","88","B","Contributor"
"990343183988084736","Adams","89","94","I","Contributor"
"990343183988084736","The","96","99","B","Work"
"990343183988084736","Wound","100","105","I","Work"
"990343183988084736","Dresser","106","113","I","Work"
"990343183988084736","Ross","183","187","B","Contributor"
"990343183988084736","Harris","188","194","I","Contributor"
"990343183988084736","Face","196","200","B","Work"
"1001935028127809536","Sun","65","68","B","Contributor"
"1001935028127809536","Ra","69","71","I","Contributor"
"1002078542413299712","Litanies","37","45","B","Work"
"1002078542413299712","Jehan","50","55","B","Contributor"
"1002078542413299712","Alain","56","61","I","Contributor"
"1002078542413299712","Thomas","104","110","B","Contributor"
"1002078542413299712","Trotter","111","118","I","Contributor"
"1002078542413299712","Giles","162","167","B","Contributor"
"1002078542413299712","Swayne","168","174","I","Contributor"
"1002078542413299712","Riff-raff","177","186","B","Work"
"1002084251779596289","hums","20","24","B","Work"
"1002084251779596289","of","25","27","I","Work"
"1002084251779596289","Pooh","28","32","I","Work"
"1002090322338476032","Vierne","169","175","B","Contributor"
"1002090322338476032","Carrillon","177","186","B","Work"
"1002090322338476032","de","187","189","I","Work"
"1002090322338476032","Westminster","190","201","I","Work"
"1002090322338476032","Ben","226","229","B","Contributor"
"1002090322338476032","van","230","233","I","Contributor"
"1002090322338476032","Oosten","234","240","I","Contributor"
"1002097351106838528","Vaughan","109","116","B","Contributor"
"1002097351106838528","Williams","117","125","I","Contributor"
"1002097351106838528","The","127","130","B","Work"
"1002097351106838528","Lark","131","135","I","Work"
"1002097351106838528","Ascending","136","145","I","Work"
"1002098422856540160","Messiaen","11","19","B","Contributor"
"1002098422856540160","Oiseaux","22","29","B","Work"
"1002098422856540160","Exotiques","30","39","I","Work"
"1002098701228302336","Sibelius","11","19","B","Contributor"
"1002098701228302336","violin","21","27","B","Work"
